"customer_id","?column?"
29,1.61556299922700335000
54,1.61556299922700335000
4,1.70145151593231984900
34,1.70145151593231984900
51,1.65850725757966159900
52,1.61556299922700335000
10,1.61556299922700335000
35,1.61556299922700335000
45,1.95911706604826934600
6,2.13089409945890234500
39,1.65850725757966159900
36,1.61556299922700335000
31,1.61556299922700335000
50,1.61556299922700335000
14,1.61556299922700335000
22,1.70145151593231984900
59,1.57347762604139826500
13,1.61556299922700335000
2,1.61556299922700335000
16,1.61556299922700335000
11,1.61556299922700335000
44,1.78734003263763634800
42,1.70145151593231984900
41,1.61556299922700335000
46,1.95911706604826934600
40,1.65850725757966159900
43,1.74439577428497809800
32,1.61556299922700335000
53,1.61556299922700335000
7,1.83028429099029459800
9,1.61556299922700335000
38,1.61556299922700335000
15,1.65850725757966159900
26,2.04500558275358584600
12,1.61556299922700335000
48,1.74439577428497809800
24,1.87322854934295284700
57,2.00206132440092759600
19,1.65850725757966159900
25,1.83028429099029459800
30,1.61556299922700335000
21,1.61556299922700335000
49,1.61556299922700335000
47,1.61556299922700335000
3,1.70145151593231984900
17,1.70145151593231984900
20,1.70145151593231984900
28,1.87322854934295284700
37,1.87322854934295284700
33,1.61556299922700335000
1,1.70145151593231984900
5,1.74439577428497809800
18,1.61556299922700335000
55,1.61556299922700335000
27,1.61556299922700335000
23,1.61556299922700335000
56,1.61556299922700335000
58,1.65850725757966159900
8,1.61556299922700335000
